# BLASTN 2.9.0+
# Query: seq1
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq1	GQ448970.1.1284	100.000	200	0	0	1	200	414	613	2.71e-101	370
seq1	EU778637.1.1304	100.000	200	0	0	1	200	431	630	2.71e-101	370
seq1	GQ449020.1.1309	100.000	200	0	0	1	200	439	638	2.71e-101	370
seq1	EU775534.1.1336	100.000	200	0	0	1	200	498	697	2.71e-101	370
seq1	EU467229.1.1337	100.000	200	0	0	1	200	529	728	2.71e-101	370
# BLASTN 2.9.0+
# Query: seq2
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq2	HQ739676.1.1212	100.000	200	0	0	1	200	492	691	2.71e-101	370
seq2	FJ503081.1.1238	100.000	200	0	0	1	200	365	564	2.71e-101	370
seq2	HQ806883.1.1241	100.000	200	0	0	1	200	507	706	2.71e-101	370
seq2	FJ507556.1.1242	100.000	200	0	0	1	200	380	579	2.71e-101	370
seq2	HQ739791.1.1243	100.000	200	0	0	1	200	504	703	2.71e-101	370
# BLASTN 2.9.0+
# Query: seq3
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq3	KT873246.1.1201	100.000	200	0	0	1	200	492	691	2.71e-101	370
seq3	KX880950.1.1206	100.000	200	0	0	1	200	503	702	2.71e-101	370
seq3	KR632728.1.1209	100.000	200	0	0	1	200	307	506	2.71e-101	370
seq3	JQ818210.1.1210	100.000	200	0	0	1	200	375	574	2.71e-101	370
seq3	KX880948.1.1211	100.000	200	0	0	1	200	499	698	2.71e-101	370
# BLASTN 2.9.0+
# Query: seq4
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq4	EU773564.1.1345	100.000	200	0	0	1	200	507	706	2.71e-101	370
seq4	EU773558.1.1348	100.000	200	0	0	1	200	509	708	2.71e-101	370
seq4	EU458702.1.1350	100.000	200	0	0	1	200	497	696	2.71e-101	370
seq4	JQ189051.1.1363	100.000	200	0	0	1	200	509	708	2.71e-101	370
seq4	JQ186162.1.1363	100.000	200	0	0	1	200	509	708	2.71e-101	370
# BLASTN 2.9.0+
# Query: seq5
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq5	GQ358380.1.1239	100.000	200	0	0	1	200	456	655	2.71e-101	370
seq5	EU774193.1.1245	100.000	200	0	0	1	200	365	564	2.71e-101	370
seq5	GQ358366.1.1305	100.000	200	0	0	1	200	510	709	2.71e-101	370
