# BLASTN 2.9.0+
# Query: seq1
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq1	JN792459.1.1395	100.000	250	0	0	1	250	505	754	5.59e-129	462
seq1	HG798501.1.1350	100.000	250	0	0	1	250	386	635	5.59e-129	462
seq1	FJ975942.1.1358	100.000	250	0	0	1	250	488	737	5.59e-129	462
seq1	FJ976008.1.1358	100.000	250	0	0	1	250	495	744	5.59e-129	462
seq1	FJ976013.1.1360	100.000	250	0	0	1	250	497	746	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq2
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq2	KT873246.1.1201	100.000	250	0	0	1	250	496	745	5.59e-129	462
seq2	KX880950.1.1206	100.000	250	0	0	1	250	507	756	5.59e-129	462
seq2	KR632728.1.1209	100.000	250	0	0	1	250	311	560	5.59e-129	462
seq2	JQ818210.1.1210	100.000	250	0	0	1	250	379	628	5.59e-129	462
seq2	KX880948.1.1211	100.000	250	0	0	1	250	503	752	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq3
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq3	CAAD010000082.36.1245	100.000	250	0	0	1	250	540	789	5.59e-129	462
seq3	GU826684.1.1226	100.000	250	0	0	1	250	501	750	5.59e-129	462
seq3	GU370902.1.1228	100.000	250	0	0	1	250	459	708	5.59e-129	462
seq3	EU239106.1.1241	100.000	250	0	0	1	250	395	644	5.59e-129	462
seq3	AF130915.1.1252	100.000	250	0	0	1	250	292	541	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq4
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq4	KU588099.1.1237	100.000	250	0	0	1	250	514	763	5.59e-129	462
seq4	KC341749.1.1263	100.000	250	0	0	1	250	488	737	5.59e-129	462
seq4	KU588051.1.1264	100.000	250	0	0	1	250	515	764	5.59e-129	462
seq4	KU588098.1.1270	100.000	250	0	0	1	250	515	764	5.59e-129	462
seq4	JQ425165.1.1298	100.000	250	0	0	1	250	515	764	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq5
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq5	LC099978.1.1200	100.000	250	0	0	1	250	499	748	5.59e-129	462
seq5	KY087983.1.1200	100.000	250	0	0	1	250	494	743	5.59e-129	462
seq5	KX212261.1.1200	100.000	250	0	0	1	250	483	732	5.59e-129	462
seq5	KX212250.1.1200	100.000	250	0	0	1	250	275	524	5.59e-129	462
seq5	KX212248.1.1200	100.000	250	0	0	1	250	481	730	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq6
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq6	KF571471.1.1207	100.000	250	0	0	1	250	378	627	5.59e-129	462
seq6	KY952643.1.1223	100.000	250	0	0	1	250	482	731	5.59e-129	462
seq6	KF571464.1.1357	100.000	250	0	0	1	250	494	743	5.59e-129	462
seq6	KF956739.1.1423	100.000	250	0	0	1	250	538	787	5.59e-129	462
seq6	KP326349.1.1423	100.000	250	0	0	1	250	491	740	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq7
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq7	CAAD010000082.36.1245	99.600	250	1	0	1	250	540	789	2.60e-127	457
seq7	GU826684.1.1226	99.600	250	1	0	1	250	501	750	2.60e-127	457
seq7	GU370902.1.1228	99.600	250	1	0	1	250	459	708	2.60e-127	457
seq7	EU239106.1.1241	99.600	250	1	0	1	250	395	644	2.60e-127	457
seq7	AF130915.1.1252	99.600	250	1	0	1	250	292	541	2.60e-127	457
# BLASTN 2.9.0+
# Query: seq8
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq8	KX792217.1.1200	100.000	250	0	0	1	250	522	771	5.59e-129	462
seq8	KY795327.1.1204	100.000	250	0	0	1	250	516	765	5.59e-129	462
seq8	KU324904.1.1206	100.000	250	0	0	1	250	523	772	5.59e-129	462
seq8	KY795330.1.1207	100.000	250	0	0	1	250	515	764	5.59e-129	462
seq8	KY962894.1.1216	100.000	250	0	0	1	250	505	754	5.59e-129	462
# BLASTN 2.9.0+
# Query: seq9
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq9	KP644774.1.1203	100.000	250	0	0	1	250	534	783	5.59e-129	462
seq9	FJ981654.1.1204	100.000	250	0	0	1	250	474	723	5.59e-129	462
seq9	NAII01000089.109.1317	100.000	250	0	0	1	250	538	787	5.59e-129	462
