# BLASTN 2.9.0+
# Query: seq1
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq1	FJ370321.1.1203	100.000	151	0	0	1	151	341	491	3.37e-74	279
seq1	FJ365668.1.1209	100.000	151	0	0	1	151	485	635	3.37e-74	279
seq1	FJ363568.1.1214	100.000	151	0	0	1	151	352	502	3.37e-74	279
seq1	DQ806359.1.1216	100.000	151	0	0	1	151	339	489	3.37e-74	279
seq1	DQ798462.1.1216	100.000	151	0	0	1	151	461	611	3.37e-74	279
# BLASTN 2.9.0+
# Query: seq2
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq2	HQ739676.1.1212	100.000	151	0	0	1	151	492	642	3.37e-74	279
seq2	FJ503081.1.1238	100.000	151	0	0	1	151	365	515	3.37e-74	279
seq2	HQ806883.1.1241	100.000	151	0	0	1	151	507	657	3.37e-74	279
seq2	FJ507556.1.1242	100.000	151	0	0	1	151	380	530	3.37e-74	279
seq2	HQ739791.1.1243	100.000	151	0	0	1	151	504	654	3.37e-74	279
# BLASTN 2.9.0+
# Query: seq3
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq3	DQ793742.1.1312	100.000	151	0	0	1	151	447	597	3.37e-74	279
seq3	DQ801196.1.1315	100.000	151	0	0	1	151	523	673	3.37e-74	279
seq3	DQ824380.1.1318	100.000	151	0	0	1	151	453	603	3.37e-74	279
seq3	FJ366023.1.1333	100.000	151	0	0	1	151	499	649	3.37e-74	279
seq3	FJ369218.1.1339	100.000	151	0	0	1	151	486	636	3.37e-74	279
# BLASTN 2.9.0+
# Query: seq4
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq4	KJ412982.1.1209	100.000	151	0	0	1	151	363	513	3.37e-74	279
seq4	KJ412980.1.1215	100.000	151	0	0	1	151	370	520	3.37e-74	279
seq4	AY850535.1.1224	100.000	151	0	0	1	151	402	552	3.37e-74	279
seq4	JN020355.1.1242	100.000	151	0	0	1	151	293	443	3.37e-74	279
seq4	EF203956.1.1258	100.000	151	0	0	1	151	373	523	3.37e-74	279
# BLASTN 2.9.0+
# Query: seq5
# Database: /Users/farnazfouladi/database/SILVA/silva132
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
seq5	DQ795406.1.1200	100.000	151	0	0	1	151	325	475	3.37e-74	279
seq5	CZBP01000074.1.1200	100.000	151	0	0	1	151	259	409	3.37e-74	279
seq5	GQ492603.1.1201	100.000	151	0	0	1	151	466	616	3.37e-74	279
seq5	FJ370109.1.1203	100.000	151	0	0	1	151	340	490	3.37e-74	279
